UID,GUID,TSCSystemKey,ProjectId,Ethid,LangID,Type,ProjectName,TSCRptName,TitleName,WebProductList,SponsorBeginYr,CurrEndYr,ActiveFlag,ReqFundingFlag,MktAsClusterFlag,Region,WebCountry,TSCPopTotal,PrayerCommits,PrayerCommitNeed,PrayerCommitGoal,LifetimeGivingAndPledgeBal,LifetimeOpp,LifetimeTotalNeed
50125-,UID5012500000,50125,50125,NULL,NULL,Project,Chibi 2 ,NULL,Chibi 2 ,Genesis,2016,2017,Y,Y,N,Americas,Brazil,60000,13,0,10,83162.77,129505.06,212667.83
50387-,UID5038700000,50387,50387,NULL,NULL,Project,Chiconcuautla,NULL,Chiconcuautla,,2017,2020,Y,Y,N,Americas,Mexico,15000,0,10,10,0,172607.81,172607.81
59600-,UID5960000000,59600,59600,NULL,NULL,Project,Choco Cluster 2,NULL,Choco Cluster 2,Full New Testament,2013,2017,Y,Y,Y,Americas,Colombia,42500,24,0,10,144529.07,0,144529.07
59600-2181,UID5960002181,5960000116,59600,2181,116,Language,Choco Cluster 2,Mountain Choco,Choco Cluster 2-Mountain Choco,Full New Testament,2008,2017,Y,Y,N,Americas,Colombia,40000,0,0,10,72264.54,0,72264.54
59600-2183,UID5960002183,5960000118,59600,2183,118,Language,Choco Cluster 2,Headwater Choco,Choco Cluster 2-Headwater Choco,Full New Testament,2008,2017,Y,Y,N,Americas,Colombia,2500,0,0,10,72264.54,0,72264.54
40195-,UID4019500000,40195,40195,NULL,NULL,Project,Choral Tide Cluster,NULL,Choral Tide Cluster,Bible Stories,2015,2018,Y,Y,Y,Asia - South,S Asia,3497000,64,16,80,396732.1,252699.83,649431.93
40195-18568,UID4019518568,4019500945,40195,18568,945,Language,Choral Tide Cluster,Chabari,Choral Tide Cluster-Chabari,Bible Stories,2013,2018,Y,Y,N,Asia - South,S Asia,50000,8,2,10,49591.51,31587.49,81179
40195-19017,UID4019519017,4019501414,40195,19017,1414,Language,Choral Tide Cluster,Oraja,Choral Tide Cluster-Oraja,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,350000,8,2,10,49591.51,31587.49,81179
40195-19018,UID4019519018,4019501415,40195,19018,1415,Language,Choral Tide Cluster,Obika,Choral Tide Cluster-Obika,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,180000,8,2,10,49591.51,31587.49,81179
40195-19020,UID4019519020,4019501417,40195,19020,1417,Language,Choral Tide Cluster,Manal,Choral Tide Cluster-Manal,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,35000,8,2,10,49591.51,31587.49,81179
40195-19123,UID4019519123,4019501531,40195,19123,1531,Language,Choral Tide Cluster,Milpah,Choral Tide Cluster-Milpah,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,680000,8,2,10,49591.51,31587.49,81179
40195-19227,UID4019519227,4019501637,40195,19227,1637,Language,Choral Tide Cluster,Marikat,Choral Tide Cluster-Marikat,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,12000,8,2,10,49591.51,31587.49,81179
40195-19258,UID4019519258,4019501668,40195,19258,1668,Language,Choral Tide Cluster,Cabujar,Choral Tide Cluster-Cabujar,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,40000,8,2,10,49591.53,31587.48,81179.01
40195-19265,UID4019519265,4019501675,40195,19265,1675,Language,Choral Tide Cluster,Madini,Choral Tide Cluster-Madini,Bible Stories,2015,2018,Y,Y,N,Asia - South,S Asia,2150000,8,2,10,49591.51,31587.49,81179
21244-,UID2124400000,21244,21244,NULL,NULL,Project,Chuwabu 2,NULL,Chuwabu 2,Genesis New Testament Portions-not a Gospel,2015,2018,Y,Y,N,Africa,Mozambique,947000,10,0,10,134256.1,41376.63,175632.73
58200-,UID5820000000,58200,58200,NULL,NULL,Project,Cloudlands,NULL,Cloudlands,Full New Testament Old Testament Portions-not Genesis,2012,2022,Y,Y,N,Americas,Mexico,75000,19,0,10,568426.55,6209.58,574636.13
25741-,UID2574100000,25741,25741,NULL,NULL,Project,Coastal OT Cluster,NULL,Coastal OT Cluster,Old Testament Portions-not Genesis,2011,2017,Y,Y,Y,Africa,Kenya,618000,97,0,30,674860.63,383779.78,1058640.41
25741-5009,UID2574105009,2574100370,25741,5009,370,Language,Coastal OT Cluster,Digo,Coastal OT Cluster-Digo,Old Testament Portions-not Genesis,1997,2017,Y,Y,N,Africa,Kenya,300000,58,0,10,246513.54,126859.93,373373.47
25741-5010,UID2574105010,2574100371,25741,5010,371,Language,Coastal OT Cluster,Duruma,Coastal OT Cluster-Duruma,Old Testament Portions-not Genesis,1996,2017,Y,Y,N,Africa,Kenya,247000,19,0,10,213173.56,128459.93,341633.49
25741-5043,UID2574105043,2574100377,25741,5043,377,Language,Coastal OT Cluster,Pokomo,Coastal OT Cluster-Pokomo,Old Testament Portions-not Genesis,2010,2017,Y,Y,N,Africa,Kenya,71000,20,0,10,215173.53,128459.93,343633.46
20155-,UID2015500000,20155,20155,NULL,NULL,Project,Crioulo Revision,NULL,Crioulo Revision,Full New Testament,2015,2017,Y,Y,N,Africa,Guinea-Bissau,361500,3,7,10,103837.17,43083.09,146920.26
50744-,UID5074400000,50744,50744,NULL,NULL,Project,Cubeo,NULL,Cubeo,Old Testament Portions-not Genesis,2015,2018,Y,Y,N,Americas,Colombia,7000,3,7,10,19667.5,70467.94,90135.44
50347-,UID5034700000,50347,50347,NULL,NULL,Project,Cuicateco,NULL,Cuicateco,,2017,2020,Y,Y,N,Americas,Mexico,2800,0,10,10,0,96253.25,96253.25
50896-,UID5089600000,50896,50896,NULL,NULL,Project,D3 partnership,NULL,D3 partnership,Bible Stories Full Old Testament,2016,2020,Y,Y,N,Americas,America,250000,4,6,10,413775.01,970128.55,1383903.56
25149-,UID2514900000,25149,25149,NULL,NULL,Project,Dadiya NT,NULL,Dadiya NT,Full New Testament Jesus Film Old Testament Portions-not Genesis,2009,2017,Y,Y,N,Africa,Nigeria,30000,13,0,10,232544.3,0,232544.3
20213-,UID2021300000,20213,20213,NULL,NULL,Project,Dekamo,NULL,Dekamo,A Gospel Genesis New Testament Portions-not a Gospel,2016,2018,Y,Y,N,Africa,Tanzania,980000,4,6,10,73260,80603.78,153863.78
20555-,UID2055500000,20555,20555,NULL,NULL,Project,Delo,NULL,Delo,Full Old Testament,2016,2018,Y,Y,N,Africa,Ghana,20000,2,8,10,103379.35,0,103379.35
21146-,UID2114600000,21146,21146,NULL,NULL,Project,Dudziro Emazwi Cluster,NULL,Dudziro Emazwi Cluster,A Gospel Bible Stories Jesus Film New Testament Portions-not a Gospel,2016,2020,Y,Y,Y,Africa,Zimbabwe,1090000,9,21,30,82794,641899.34,724693.34
21146-19567,UID2114619567,2114601984,21146,19567,1984,Language,Dudziro Emazwi Cluster,Korekore,Dudziro Emazwi Cluster-Korekore,A Gospel Bible Stories Jesus Film New Testament Portions-not a Gospel,2016,2020,Y,Y,N,Africa,Zimbabwe,135000,3,7,10,27248,214316.44,241564.44
21146-19568,UID2114619568,2114601985,21146,19568,1985,Language,Dudziro Emazwi Cluster,Nambya,Dudziro Emazwi Cluster-Nambya,A Gospel Bible Stories Jesus Film New Testament Portions-not a Gospel,2016,2020,Y,Y,N,Africa,Zimbabwe,105000,3,7,10,27248,214316.44,241564.44
21146-19569,UID2114619569,2114601986,21146,19569,1986,Language,Dudziro Emazwi Cluster,Kalanga,Dudziro Emazwi Cluster-Kalanga,A Gospel Bible Stories Jesus Film New Testament Portions-not a Gospel,2016,2020,Y,Y,N,Africa,Zimbabwe,850000,3,7,10,28298,213266.44,241564.44
30204-,UID3020400000,30204,30204,NULL,NULL,Project,Dumut,NULL,Dumut,Jesus Film New Testament Portions-not a Gospel,2015,2019,Y,Y,Y,Asia,SE Asia,3500,3,7,20,87344.2,205425.5,292769.7
30204-18878,UID3020418878,3020401258,30204,18878,1258,Language,Dumut,Wabo,Dumut-Wabo,Jesus Film New Testament Portions-not a Gospel,2015,2019,Y,Y,N,Asia,SE Asia,3500,3,7,10,87344.2,205425.5,292769.7
21104-,UID2110400000,21104,21104,NULL,NULL,Project,East Central Cluster,NULL,East Central Cluster,Genesis Old Testament Portions-not Genesis,2015,2017,Y,Y,Y,Africa,Tanzania,2860000,7,3,10,798693.11,387910.76,1186603.87
21104-10954,UID2110410954,2110400850,21104,10954,850,Language,East Central Cluster,Makua,East Central Cluster-Makua,Genesis Old Testament Portions-not Genesis,2008,2017,Y,Y,N,Africa,Tanzania,513000,0,0,10,111192.68,56929.25,168121.93
21104-9227,UID2110409227,2110400702,21104,9227,702,Language,East Central Cluster,Ndamba,East Central Cluster-Ndamba,Genesis Old Testament Portions-not Genesis,2007,2017,Y,Y,N,Africa,Tanzania,96000,0,0,10,124370.68,54119.25,178489.93
21104-9233,UID2110409233,2110400703,21104,9233,703,Language,East Central Cluster,Ning,East Central Cluster-Ning,Genesis Old Testament Portions-not Genesis,2007,2017,Y,Y,N,Africa,Tanzania,384000,0,0,10,110088.93,57352.25,167441.18
21104-9235,UID2110409235,2110400705,21104,9235,705,Language,East Central Cluster,Nugi,East Central Cluster-Nugi,Genesis Old Testament Portions-not Genesis,2009,2017,Y,Y,N,Africa,Tanzania,230000,0,0,10,103961.42,58667.25,162628.67
21104-9246,UID2110409246,2110400708,21104,9246,708,Language,East Central Cluster,Pogolo,East Central Cluster-Pogolo,Genesis Old Testament Portions-not Genesis,2009,2017,Y,Y,N,Africa,Tanzania,322000,0,0,10,103961.44,58667.24,162628.68
21104-9250,UID2110409250,2110400709,21104,9250,709,Language,East Central Cluster,Lughulu,East Central Cluster-Lughulu,Genesis Old Testament Portions-not Genesis,2006,2017,Y,Y,N,Africa,Tanzania,809000,0,0,10,141156.55,43508.25,184664.8
21104-9283,UID2110409283,2110400716,21104,9283,716,Language,East Central Cluster,Alugi,East Central Cluster-Alugi,Genesis Old Testament Portions-not Genesis,2007,2017,Y,Y,N,Africa,Tanzania,506000,0,0,10,103961.41,58667.25,162628.66
50104-,UID5010400000,50104,50104,NULL,NULL,Project,East Slovak Romani,NULL,East Slovak Romani,Genesis Old Testament Portions-not Genesis,2015,2018,Y,Y,N,Europe,Europe,500000,4,6,10,328096.28,0,328096.28
20126-,UID2012600000,20126,20126,NULL,NULL,Project,Eastern Bantu Cluster,NULL,Eastern Bantu Cluster,Bible Stories,2016,2018,Y,Y,Y,Africa,Cameroon,60700,12,28,40,127230,139242.5,266472.5
20126-19137,UID2012619137,2012601545,20126,19137,1545,Language,Eastern Bantu Cluster,Bakwele,Eastern Bantu Cluster-Bakwele,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,13600,3,7,10,42239,26515.32,68754.32
20126-19138,UID2012619138,2012601546,20126,19138,1546,Language,Eastern Bantu Cluster,Bangando,Eastern Bantu Cluster-Bangando,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,2700,3,7,10,42239,26515.32,68754.32
20126-19140,UID2012619140,2012601548,20126,19140,1548,Language,Eastern Bantu Cluster,Njem,Eastern Bantu Cluster-Njem,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,4400,3,7,10,42239,26515.32,68754.32
20126-19141,UID2012619141,2012601549,20126,19141,1549,Language,Eastern Bantu Cluster,Mengaka,Eastern Bantu Cluster-Mengaka,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,40000,3,7,10,513,59696.54,60209.54
25109-,UID2510900000,25109,25109,NULL,NULL,Project,Ehugbo NT,NULL,Ehugbo NT,Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2017,Y,Y,N,Africa,Nigeria,40000,10,0,10,164638.96,0,164638.96
20123-,UID2012300000,20123,20123,NULL,NULL,Project,Ekajuk,NULL,Ekajuk,Genesis Old Testament Portions-not Genesis,2014,2017,Y,Y,N,Africa,Nigeria,63000,3,7,10,37214.84,0,37214.84
26092-,UID2609200000,26092,26092,NULL,NULL,Project,Elhomwe Bible,NULL,Elhomwe Bible,Bible Stories Full Bible,2012,2018,Y,Y,N,Africa,Malawi,1000000,15,0,10,181201.68,26127.42,207329.1
20774-,UID2077400000,20774,20774,NULL,NULL,Project,Engenni,NULL,Engenni,A Gospel Genesis Jesus Film Old Testament Portions-not Genesis,2015,2017,Y,Y,N,Africa,Nigeria,84000,2,8,10,130407,0,130407
20134-,UID2013400000,20134,20134,NULL,NULL,Project,Esimbi 2,NULL,Esimbi 2,A Gospel Bible Stories Jesus Film,2015,2017,Y,Y,N,Africa,Cameroon,20000,3,7,10,140863.08,26435.68,167298.76
21415-,UID2141500000,21415,21415,NULL,NULL,Project,Esther Project Ethiopia,NULL,Esther Project Ethiopia,Bible Stories,2016,2018,Y,Y,Y,Africa,Ethiopia,544880,56,0,40,152629,0,152629
21415-10585,UID2141510585,2141500769,21415,10585,769,Language,Esther Project Ethiopia,Gofa,Esther Project Ethiopia-Gofa,Bible Stories,2001,2018,Y,Y,N,Africa,Ethiopia,233000,14,0,10,38108.5,27.35,38135.85
21415-19360,UID2141519360,2141501777,21415,19360,1777,Language,Esther Project Ethiopia,Aari,Esther Project Ethiopia-Aari,Bible Stories,2016,2018,Y,Y,N,Africa,Ethiopia,235000,14,0,10,38233.5,0,38233.5
21415-19361,UID2141519361,2141501778,21415,19361,1778,Language,Esther Project Ethiopia,Basketo,Esther Project Ethiopia-Basketo,Bible Stories,2016,2018,Y,Y,N,Africa,Ethiopia,56680,14,0,10,38108.5,27.35,38135.85
21415-2894,UID2141502894,2141500158,21415,2894,158,Language,Esther Project Ethiopia,Melo,Esther Project Ethiopia-Melo,Bible Stories,2011,2018,Y,Y,N,Africa,Ethiopia,20200,14,0,10,38178.5,0,38178.5
25099-,UID2509900000,25099,25099,NULL,NULL,Project,Ethiopia OT Cluster,NULL,Ethiopia OT Cluster,Full Old Testament,2009,2018,Y,Y,Y,Africa,Ethiopia,1236000,32,0,30,505331.05,151342.92,656673.97
25099-10584,UID2509910584,2509900768,25099,10584,768,Language,Ethiopia OT Cluster,Gamo,Ethiopia OT Cluster-Gamo,Full Old Testament,2001,2016,Y,Y,N,Africa,Ethiopia,690000,11,0,10,168510.34,50447.64,218957.98
25099-10585,UID2509910585,2509900769,25099,10585,769,Language,Ethiopia OT Cluster,Gofa,Ethiopia OT Cluster-Gofa,Full Old Testament,2001,2016,Y,Y,N,Africa,Ethiopia,233000,11,0,10,168410.35,50447.64,218857.99
25099-10586,UID2509910586,2509900770,25099,10586,770,Language,Ethiopia OT Cluster,Dawro,Ethiopia OT Cluster-Dawro,Full Old Testament,2001,2018,Y,Y,N,Africa,Ethiopia,313000,10,0,10,168410.34,50447.64,218857.98
20205-,UID2020500000,20205,20205,NULL,NULL,Project,Ethiopia SL,NULL,Ethiopia SL,Bible Stories,2015,2017,Y,Y,N,Africa,Ethiopia,1500000,3,7,10,261878,0,261878
20276-,UID2027600000,20276,20276,NULL,NULL,Project,Etkywan 2,NULL,Etkywan 2,Full New Testament,2016,2019,Y,Y,N,Africa,Africa,50000,5,5,10,32583,30342.85,62925.85
25921-,UID2592100000,25921,25921,NULL,NULL,Project,Etulo NT,NULL,Etulo NT,Full New Testament Jesus Film Old Testament Portions-not Genesis,2011,2016,Y,Y,N,Africa,Nigeria,10000,9,1,10,196094,0,196094
26152-,UID2615200000,26152,26152,NULL,NULL,Project,Fa d'Ambu NT,NULL,Fa d'Ambu NT,Full New Testament,2012,2019,Y,Y,N,Africa,Equatorial Guinea,9500,12,0,10,189692.12,0,189692.12
20165-,UID2016500000,20165,20165,NULL,NULL,Project,Forro,NULL,Forro,A Gospel Bible Stories,2015,2018,Y,Y,N,Africa,Sao Tome,69900,9,1,10,160038.86,107987.87,268026.73
26913-,UID2691300000,26913,26913,NULL,NULL,Project,Gabri Maja,NULL,Gabri Maja,Full New Testament Jesus Film,2014,2022,Y,N,N,Africa,Chad,43000,10,0,10,461612.99,0,461612.99
30165-,UID3016500000,30165,30165,NULL,NULL,Project,Gaddang,NULL,Gaddang,A Gospel Jesus Film,2017,2019,Y,Y,N,Asia,Philippines,58000,2,8,10,66800,78952.69,145752.69
26452-,UID2645200000,26452,26452,NULL,NULL,Project,Gade,NULL,Gade,Genesis Old Testament Portions-not Genesis,2012,2016,Y,Y,N,Africa,Nigeria,100000,4,6,10,56035.22,0,56035.22
50674-,UID5067400000,50674,50674,NULL,NULL,Project,Gajup Dius,NULL,Gajup Dius,New Testament Portions-not a Gospel,2015,2018,Y,Y,N,Americas,Mexico,10000,3,7,10,111225.79,42798.75,154024.54
20146-,UID2014600000,20146,20146,NULL,NULL,Project,Garina,NULL,Garina,Genesis Old Testament Portions-not Genesis,2016,2018,Y,Y,N,Africa,Africa,485000,3,7,10,152601.39,60760.31,213361.7
20495-,UID2049500000,20495,20495,NULL,NULL,Project,Gayil,NULL,Gayil,A Gospel New Testament Portions-not a Gospel,2016,2018,Y,Y,N,Africa,Ethiopia,120000,4,6,10,36224.06,137176.1,173400.16
26462-,UID2646200000,26462,26462,NULL,NULL,Project,Gbiri,NULL,Gbiri,Jesus Film New Testament Portions-not a Gospel,2012,2016,Y,Y,N,Africa,Nigeria,25000,8,2,10,71805.87,0,71805.87
20215-,UID2021500000,20215,20215,NULL,NULL,Project,Geji and Zul Cluster,NULL,Geji and Zul Cluster,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2019,Y,Y,Y,Africa,Nigeria,8000,4,16,20,0,100686.97,100686.97
20215-10937,UID2021510937,2021500835,20215,10937,835,Language,Geji and Zul Cluster,Zul,Geji and Zul Cluster-Zul,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2019,Y,Y,N,Africa,Nigeria,2000,2,8,10,0,50343.5,50343.5
20215-6575,UID2021506575,2021500488,20215,6575,488,Language,Geji and Zul Cluster,Geji,Geji and Zul Cluster-Geji,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2019,Y,Y,N,Africa,Nigeria,6000,2,8,10,0,50343.5,50343.5
20614-,UID2061400000,20614,20614,NULL,NULL,Project,Genesis Cluster,NULL,Genesis Cluster,Genesis,2015,2019,Y,Y,Y,Africa,South Sudan,240700,30,30,60,492880,561489.22,1054369.22
20614-18641,UID2061418641,2061401019,20614,18641,1019,Language,Genesis Cluster,Belanda Bor,Genesis Cluster-Belanda Bor,Genesis,2015,2019,Y,Y,N,Africa,South Sudan,8000,5,5,10,59928,96368.91,156296.91
20614-18949,UID2061418949,2061401334,20614,18949,1334,Language,Genesis Cluster,Lopit,Genesis Cluster-Lopit,Genesis,2015,2019,Y,Y,N,Africa,South Sudan,50000,5,5,10,59928,96368.91,156296.91
20614-19170,UID2061419170,2061401579,20614,19170,1579,Language,Genesis Cluster,Reel,Genesis Cluster-Reel,Genesis,2015,2019,Y,Y,N,Africa,South Sudan,50000,5,5,10,59928,96368.91,156296.91
20614-8852,UID2061408852,2061400680,20614,8852,680,Language,Genesis Cluster,Jur 'Beli,Genesis Cluster-Jur 'Beli,Genesis,2007,2019,Y,Y,N,Africa,South Sudan,6600,5,5,10,150058.32,96368.91,246427.23
20614-8857,UID2061408857,2061400681,20614,8857,681,Language,Genesis Cluster,Bongo,Genesis Cluster-Bongo,Genesis,2007,2019,Y,Y,N,Africa,South Sudan,10100,5,5,10,103109.7,79644.71,182754.41
20614-8916,UID2061408916,2061400687,20614,8916,687,Language,Genesis Cluster,Mundari,Genesis Cluster-Mundari,Genesis,2007,2019,Y,Y,N,Africa,South Sudan,116000,5,5,10,59928,96368.91,156296.91
50105-,UID5010500000,50105,50105,NULL,NULL,Project,Goa 2,NULL,Goa 2,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2016,2017,Y,Y,N,Americas,Brazil,1350,4,6,10,25035,0,25035
40106-,UID4010600000,40106,40106,NULL,NULL,Project,Godavari,NULL,Godavari,A Gospel New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2019,Y,Y,N,Asia - South,S Asia,227000,2,8,10,93376,77561.87,170937.87
26312-,UID2631200000,26312,26312,NULL,NULL,Project,Gokana 2,NULL,Gokana 2,Full Old Testament Genesis Jesus Film,2012,2020,Y,Y,N,Africa,Nigeria,100000,8,2,10,111311.87,172477.1,283788.97
50595-,UID5059500000,50595,50595,NULL,NULL,Project,Guatemala 3 Cluster,NULL,Guatemala 3 Cluster,Old Testament Portions-not Genesis,2015,2017,Y,Y,Y,Americas,Guatemala,2321480,161,0,80,671749.72,337398.39,1009148.11
50595-3368,UID5059503368,5059500176,50595,3368,176,Language,Guatemala 3 Cluster,Achi,Guatemala 3 Cluster-Achi,Old Testament Portions-not Genesis,2010,2017,Y,Y,N,Americas,Guatemala,50000,19,0,10,65260.56,59183.64,124444.2
50595-3369,UID5059503369,5059500177,50595,3369,177,Language,Guatemala 3 Cluster,Awakateko,Guatemala 3 Cluster-Awakateko,Old Testament Portions-not Genesis,2010,2017,Y,Y,N,Americas,Guatemala,55000,19,0,10,67360.56,57958.64,125319.2
50595-3390,UID5059503390,5059500179,50595,3390,179,Language,Guatemala 3 Cluster,Ixil,Guatemala 3 Cluster-Ixil,Old Testament Portions-not Genesis,2010,2017,Y,Y,N,Americas,Guatemala,69000,19,0,10,65260.57,59183.63,124444.2
50595-3393,UID5059503393,5059500180,50595,3393,180,Language,Guatemala 3 Cluster,Jakalteko,Guatemala 3 Cluster-Jakalteko,Old Testament Portions-not Genesis,2012,2017,Y,Y,N,Americas,Guatemala,9500,19,0,10,65260.56,59183.64,124444.2
50595-3397,UID5059503397,5059500182,50595,3397,182,Language,Guatemala 3 Cluster,Mam,Guatemala 3 Cluster-Mam,Old Testament Portions-not Genesis,2011,2017,Y,Y,N,Americas,Guatemala,537980,19,0,10,79500.4,49183.63,128684.03
50595-3407,UID5059503407,5059500183,50595,3407,183,Language,Guatemala 3 Cluster,Pokomchi,Guatemala 3 Cluster-Pokomchi,Old Testament Portions-not Genesis,2011,2017,Y,Y,N,Americas,Guatemala,40000,19,0,10,65900.56,58543.63,124444.19
50595-3408,UID5059503408,5059500184,50595,3408,184,Language,Guatemala 3 Cluster,Kiche,Guatemala 3 Cluster-Kiche,Old Testament Portions-not Genesis,2012,2017,Y,Y,N,Americas,Guatemala,1500000,28,0,10,126010.4,2673.63,128684.03
50595-3419,UID5059503419,5059500185,50595,3419,185,Language,Guatemala 3 Cluster,Tz'utujil,Guatemala 3 Cluster-Tz'utujil,Old Testament Portions-not Genesis,2010,2017,Y,Y,N,Americas,Guatemala,60000,19,0,10,137196.11,0,137196.11
70254-,UID7025400000,70254,70254,NULL,NULL,Project,Gumawana,NULL,Gumawana,Full New Testament,2014,2017,Y,Y,N,Pacific,Papua New Guinea,400,5,5,10,54621,0,54621
20224-,UID2022400000,20224,20224,NULL,NULL,Project,Gur Cluster,NULL,Gur Cluster,A Gospel Jesus Film,2015,2018,Y,Y,Y,Africa,Côte d'Ivoire,374800,9,21,30,448009.38,0,448009.38
20224-1199,UID2022401199,2022400044,20224,1199,44,Language,Gur Cluster,Lobi,Gur Cluster-Lobi,A Gospel Jesus Film,2000,2018,Y,Y,N,Africa,Côte d'Ivoire,155800,3,7,10,149336.47,0,149336.47
20224-18650,UID2022418650,2022401028,20224,18650,1028,Language,Gur Cluster,Koulango Bondoukou,Gur Cluster-Koulango Bondoukou,A Gospel Jesus Film,2015,2018,Y,Y,N,Africa,Côte d'Ivoire,77000,3,7,10,149336.47,0,149336.47
20224-18651,UID2022418651,2022401029,20224,18651,1029,Language,Gur Cluster,"Koulango, Bouna","Gur Cluster-Koulango, Bouna",A Gospel Jesus Film,2015,2018,Y,Y,N,Africa,Côte d'Ivoire,142000,3,7,10,149336.47,0,149336.47
70564-,UID7056400000,70564,70564,NULL,NULL,Project,Gwahatike Cluster,NULL,Gwahatike Cluster,New Testament Portions-not a Gospel,2014,2017,Y,Y,Y,Pacific,Papua New Guinea,6420,15,15,40,144807,0,144807
70564-18956,UID7056418956,7056401343,70564,18956,1343,Language,Gwahatike Cluster,Asaro'o,Gwahatike Cluster-Asaro'o,New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Pacific,Papua New Guinea,1600,5,5,10,50092.34,0,50092.34
70564-18958,UID7056418958,7056401345,70564,18958,1345,Language,Gwahatike Cluster,Madi,Gwahatike Cluster-Madi,New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Pacific,Papua New Guinea,900,5,5,10,42941.34,0,42941.34
70564-18959,UID7056418959,7056401346,70564,18959,1346,Language,Gwahatike Cluster,Domung,Gwahatike Cluster-Domung,New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Pacific,Papua New Guinea,3920,5,5,10,50092.34,0,50092.34
56000-,UID5600000000,56000,56000,NULL,NULL,Project,Huichol Complete OT,NULL,Huichol Complete OT,Full Old Testament,2011,2018,Y,Y,N,Americas,Mexico,20000,12,0,10,199935,22078.15,222013.15
50115-,UID5011500000,50115,50115,NULL,NULL,Project,Hunsrik 2 ,NULL,Hunsrik 2 ,A Gospel Old Testament Portions-not Genesis,2015,2017,Y,Y,N,Americas,Brazil,3000000,7,3,10,70523.59,0,70523.59
70165-,UID7016500000,70165,70165,NULL,NULL,Project,Huon Gulf Cluster 2,NULL,Huon Gulf Cluster 2,New Testament Portions-not a Gospel,2015,2017,Y,Y,Y,Pacific,Papua New Guinea,9530,64,6,70,141759,0,141759
70165-19005,UID7016519005,7016501399,70165,19005,1399,Language,Huon Gulf Cluster 2,Hote,Huon Gulf Cluster 2-Hote,New Testament Portions-not a Gospel,2015,2017,Y,Y,N,Pacific,Papua New Guinea,2300,9,1,10,20251.29,0,20251.29
70165-19008,UID7016519008,7016501402,70165,19008,1402,Language,Huon Gulf Cluster 2,Laugui Kala,Huon Gulf Cluster 2-Laugui Kala,New Testament Portions-not a Gospel,2015,2017,Y,Y,N,Pacific,Papua New Guinea,450,9,1,10,20251.29,0,20251.29
70165-19009,UID7016519009,7016501405,70165,19009,1405,Language,Huon Gulf Cluster 2,Kela Kala,Huon Gulf Cluster 2-Kela Kala,New Testament Portions-not a Gospel,2015,2017,Y,Y,N,Pacific,Papua New Guinea,555,9,1,10,20251.29,0,20251.29
70165-19011,UID7016519011,7016501408,70165,19011,1408,Language,Huon Gulf Cluster 2,Laukanu Kala,Huon Gulf Cluster 2-Laukanu Kala,New Testament Portions-not a Gospel,2015,2017,Y,Y,N,Pacific,Papua New Guinea,575,9,1,10,20251.29,0,20251.29
70165-19012,UID7016519012,7016501409,70165,19012,1409,Language,Huon Gulf Cluster 2,Kui-Buso-Lababia Kala,Huon Gulf Cluster 2-Kui-Buso-Lababia Kala,New Testament Portions-not a Gospel,2015,2017,Y,Y,N,Pacific,Papua New Guinea,1500,10,0,10,20251.29,0,20251.29
70165-7436,UID7016507436,7016500589,70165,7436,589,Language,Huon Gulf Cluster 2,Kapin,Huon Gulf Cluster 2-Kapin,New Testament Portions-not a Gospel,2001,2017,Y,Y,N,Pacific,Papua New Guinea,2350,9,1,10,20251.29,0,20251.29
70165-7927,UID7016507927,7016500624,70165,7927,624,Language,Huon Gulf Cluster 2,Yamap,Huon Gulf Cluster 2-Yamap,New Testament Portions-not a Gospel,2011,2017,Y,Y,N,Pacific,Papua New Guinea,1800,9,1,10,20251.29,0,20251.29
25540-,UID2554000000,25540,25540,NULL,NULL,Project,Hyam NT,NULL,Hyam NT,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2016,Y,Y,N,Africa,Nigeria,500000,9,1,10,99931.93,0,99931.93
30195-,UID3019500000,30195,30195,NULL,NULL,Project,Ibaloi,NULL,Ibaloi,Full Bible Full Old Testament,2015,2018,Y,Y,N,Asia,Philippines,186000,3,7,10,35347,15545.14,50892.14
